fips,walkability_score
38007,7.0
38009,6.022
38011,6.304
38013,6.667
38015,7.902
38017,12.838
38019,6.112
38021,6.832
38023,4.965
38025,5.519
38027,6.792
38029,5.675
38031,7.453
38033,5.667
38035,12.864
38037,5.747
38039,6.132
38041,6.338
38043,4.879
38045,6.233
38047,6.531
38049,5.234
38051,7.15
38053,6.898
38055,6.375
38057,6.699
38059,7.561
38061,7.025
38063,6.025
38065,4.582
38067,6.151
38069,7.344
38071,7.609
38073,6.531
38075,5.412
38077,6.786
38079,5.041
38081,4.835
38083,5.667
38085,4.445
38087,4.667
38089,7.667
38091,5.611
38093,7.205
38095,5.435
38097,6.416
38099,6.08
38101,8.032
38103,6.122
38105,7.674
39001,5.279
39003,6.716
39005,6.081
39007,5.875
39009,8.805
39011,6.363
39013,6.926
39015,5.103
39017,8.246
39019,5.14
39021,5.089
39023,6.489
39025,6.426
39027,5.144
39029,6.15
39031,5.454
39033,6.642
39035,11.642
39037,5.854
39039,5.908
39041,7.342
39043,8.975
39045,6.534
39047,5.476
39049,11.014
39051,6.032
39053,4.735
39055,5.805
39057,7.152
39059,5.588
39061,10.908
39063,6.984
39065,5.807
39067,5.49
39069,5.859
39071,5.153
39073,5.713
39075,5.141
39077,5.884
39079,5.349
39081,6.341
39083,5.804
39085,11.053
39087,6.141
39089,6.292
39091,5.716
39093,6.837
39095,11.179
39097,5.398
39099,6.759
39101,5.979
39103,6.77
39105,5.005
39107,6.111
39109,6.738
39111,5.17
39113,11.08
39115,4.248
39117,4.375
39119,6.128
39121,6.021
39123,6.011
39125,5.404
39127,5.28
39129,5.576
39131,4.98
39133,6.258
39135,5.234
39137,5.961
39139,6.345
39141,5.133
39143,6.555
39145,5.717
39147,6.465
39149,5.796
39151,7.538
39153,7.549
39155,6.231
39157,7.136
39159,5.542
39161,6.227
39163,4.216
39165,7.183
39167,6.078
39169,6.242
39171,6.008
39173,6.976
39175,5.495
40001,4.37
40003,6.478
40005,4.632
40007,5.281
40009,8.013
40011,5.532
40013,6.049
40015,6.031
40017,7.025
40019,7.425
40021,5.782
40023,5.749
40025,7.007
40027,8.666
40029,5.028
40031,7.152
40033,5.178
40035,6.129
40037,5.616
40039,7.883
40041,5.718
40043,5.93
40045,6.441
40047,7.758
40049,5.696
40051,5.824
40053,6.129
40055,5.1
40057,7.064
40059,6.105
40061,4.498
40063,6.178
40065,7.292
40067,6.117
40069,4.548
40071,7.242
40073,6.643
40075,5.491
40077,4.604
40079,5.483
40081,5.177
40083,5.159
40085,4.833
40087,6.467
40089,5.405
40091,4.681
40093,5.57
40095,5.298
40097,5.55
40099,6.951
40101,6.688
40103,6.256
40105,4.697
40107,5.101
40109,10.128
40111,6.086
40113,6.17
40115,6.653
40117,5.2
40119,7.506
40121,6.161
40123,6.621
40125,6.557
40127,4.986
40129,5.907
40131,5.662
40133,5.732
40135,5.804
40137,6.495
40139,6.896
40141,6.597
40143,10.678
40145,5.411
40147,6.962
40149,4.906
40151,7.705
40153,7.134
41001,9.073
41003,11.676
41005,11.077
41007,10.132
41009,8.464
41011,9.329
41013,8.113
41015,7.669
41017,9.524
41019,8.802
41021,6.043
41023,7.283
41025,7.412
41027,9.919
41029,10.809
41031,7.212
41033,8.646
41035,9.791
41037,6.083
41039,11.546
41041,10.076
41043,9.222
41045,9.424
41047,11.951
41049,7.006
41051,15.16
41053,9.907
41055,6.121
41057,7.938
41059,9.743
41061,10.636
41063,7.49
41065,9.647
41067,12.543
41069,5.813
41071,11.295
42001,7.219
42003,11.989
42005,6.602
42007,8.827
42009,5.707
42011,7.701
42013,8.018
42015,6.273
42017,9.595
42019,6.906
42021,7.618
42023,6.644
42025,6.685
42027,10.632
42029,8.717
42031,6.984
42033,6.681
42035,7.07
42037,7.031
42039,6.011
42041,9.595
42043,11.085
42045,13.022
42047,6.228
42049,10.867
42051,6.753
42053,5.732
42055,6.466
42057,4.891
42059,6.041
42061,6.036
42063,6.586
42065,6.564
42067,5.53
42069,8.211
42071,7.249
42073,7.068
42075,7.936
42077,12.045
42079,7.633
42081,7.342
42083,6.644
42085,6.649
42087,6.75
42089,7.074
42091,11.101
42093,6.637
42095,11.325
42097,7.472
42099,5.625
42101,14.874
42103,5.787
42105,5.785
42107,7.13
42109,6.492
42111,6.261
42113,6.029
42115,5.856
42117,6.082
42119,6.525
42121,6.224
42123,5.996
42125,7.094
42127,6.417
42129,7.689
42131,5.574
42133,8.831
44001,11.338
44003,11.492
44005,11.365
44007,13.223
44009,9.014
45001,4.847
45003,5.749
45005,5.586
45007,6.134
45009,5.293
45011,5.004
45013,6.706
45015,6.371
45017,4.612
45019,10.452
45021,5.161
45023,4.894
45025,5.09
45027,4.697
45029,4.956
45031,5.552
45033,4.825
45035,7.101
45037,5.034
45039,4.97
45041,6.306
45043,6.317
45045,8.635
45047,6.337
45049,5.396
45051,6.854
45053,5.694
45055,4.985
45057,5.945
45059,5.146
45061,4.401
45063,7.126
45065,4.629
45067,5.519
45069,5.278
45071,5.489
45073,5.909
45075,5.408
45077,6.955
45079,9.443
45081,4.421
45083,6.179
45085,6.156
45087,4.735
45089,4.663
45091,6.928
46003,5.902
46005,7.377
46007,5.858
46009,6.477
46011,7.105
46013,7.566
46015,7.021
46017,5.386
46019,7.062
46021,5.801
46023,6.417
46025,5.802
46027,6.948
46029,7.821
46031,3.977
46033,5.773
46035,8.008
46037,6.191
46039,6.138
46041,5.995
46043,6.156
46045,6.055
46047,6.506
46049,5.547
46051,5.794
46053,6.216
46055,6.407
46057,5.969
46059,5.933
46061,5.162
46063,6.5
46065,7.652
46067,6.673
46069,6.648
46071,4.623
46073,5.689
46075,7.167
46077,6.266
46079,6.601
46081,7.11
46083,7.485
46085,5.743
46087,5.753
46089,6.409
46091,5.932
46093,5.545
46095,3.917
46097,5.826
46099,10.959
46101,5.669
46102,3.819
46103,7.464
46105,6.527
46107,8.173
46109,5.796
46111,5.826
46115,5.537
46117,7.798
46119,6.472
46121,3.339
46123,5.75
46125,5.46
46127,7.134
46129,7.232
46135,7.076
46137,4.1
47001,5.52
47003,5.31
47005,4.915
47007,3.513
47009,5.749
47011,6.028
47013,4.981
47015,4.54
47017,5.188
47019,4.645
47021,5.184
47023,4.994
47025,5.116
47027,4.486
47029,4.888
47031,5.792
47033,4.862
47035,5.293
47037,10.282
47039,5.122
47041,4.721
47043,5.389
47045,5.18
47047,4.345
47049,4.549
47051,5.176
47053,5.653
47055,4.881
47057,4.123
47059,4.618
47061,4.659
47063,5.97
47065,7.771
47067,4.115
47069,3.661
47071,4.958
47073,4.887
47075,5.027
47077,4.574
47079,5.09
47081,4.474
47083,4.74
47085,5.02
47087,4.061
47089,5.742
47091,4.553
47093,8.495
47095,5.017
47097,4.057
47099,4.88
47101,5.493
47103,4.36
47105,5.936
47107,4.966
47109,4.622
47111,4.766
47113,6.331
47115,4.672
47117,5.386
47119,5.956
47121,4.602
47123,5.143
47125,6.018
47127,3.42
47129,3.308
47131,5.341
47133,4.361
47135,4.214
47137,5.105
47139,4.544
47141,5.963
47143,5.446
47145,5.155
47147,5.594
47149,6.529
47151,4.275
47153,5.262
47155,5.959
47157,10.352
47159,5.031
47161,4.492
47163,6.702
47165,5.85
47167,4.767
47169,5.315
47171,5.717
47173,4.328
47175,4.019
47177,5.305
47179,6.147
47181,4.295
47183,5.19
47185,4.366
47187,7.644
47189,5.912
48001,4.809
48003,8.388
48005,5.972
48007,7.374
48009,5.238
48011,5.489
48013,5.123
48015,5.685
48017,6.93
48019,5.158
48021,5.456
48023,7.0
48025,6.214
48027,6.921
48029,10.761
48031,6.063
48033,5.167
48035,5.967
48037,6.438
48039,6.741
48041,7.342
48043,7.934
48045,4.833
48047,6.296
48049,6.554
48051,5.563
48053,5.944
48055,5.52
48057,6.977
48059,5.625
48061,6.535
48063,5.2
48065,6.046
48067,4.636
48069,5.773
48071,6.039
48073,4.921
48075,7.133
48077,4.289
48079,5.898
48081,5.895
48083,6.436
48085,9.334
48087,6.645
48089,6.325
48091,6.631
48093,6.118
48095,5.129
48097,6.223
48099,5.787
48101,8.189
48103,8.657
48105,8.217
48107,7.079
48109,5.861
48111,7.936
48113,11.598
48115,7.642
48117,6.986
48119,4.082
48121,9.072
48123,6.348
48125,5.353
48127,7.588
48129,6.238
48131,5.621
48133,6.684
48135,7.395
48137,7.627
48139,6.068
48141,11.159
48143,6.775
48145,6.03
48147,5.182
48149,6.088
48151,5.182
48153,5.811
48155,6.333
48157,7.87
48159,4.86
48161,6.003
48163,5.536
48165,6.767
48167,7.789
48169,5.354
48171,6.391
48173,4.9
48175,4.393
48177,6.087
48179,7.318
48181,6.133
48183,7.611
48185,5.18
48187,5.928
48189,6.897
48191,6.891
48193,6.831
48195,7.953
48197,7.97
48199,5.4
48201,10.763
48203,5.467
48205,6.443
48207,7.261
48209,6.627
48211,6.99
48213,5.289
48215,6.566
48217,6.227
48219,6.293
48221,6.044
48223,5.547
48225,4.653
48227,6.936
48229,4.396
48231,5.791
48233,6.212
48235,5.388
48237,5.994
48239,5.883
48241,4.883
48243,4.8
48245,7.149
48247,5.387
48249,6.483
48251,5.803
48253,4.474
48255,5.971
48257,6.427
48259,7.107
48261,5.333
48263,6.167
48265,6.422
48267,6.503
48269,4.167
48271,5.289
48273,7.192
48275,6.452
48277,6.377
48279,6.495
48281,5.332
48283,7.307
48285,5.939
48287,4.95
48289,4.591
48291,4.903
48293,5.852
48295,5.095
48297,6.027
48299,6.422
48301,4.667
48303,8.021
48305,5.833
48307,6.967
48309,6.771
48311,5.833
48313,4.562
48315,4.225
48317,6.165
48319,5.96
48321,6.808
48323,6.695
48325,5.639
48327,5.752
48329,8.043
48331,5.734
48333,7.026
48335,5.88
48337,6.239
48339,6.784
48341,7.342
48343,4.777
48345,7.239
48347,5.843
48349,5.936
48351,2.899
48353,7.466
48355,11.317
48357,7.628
48359,6.228
48361,5.623
48363,6.53
48365,4.886
48367,5.766
48369,6.769
48371,7.027
48373,5.479
48375,11.075
48377,8.026
48379,3.904
48381,9.306
48383,9.292
48385,6.178
48387,4.711
48389,8.118
48391,7.914
48393,5.667
48395,5.017
48397,7.674
48399,6.628
48401,5.235
48403,4.251
48405,4.236
48407,3.335
48409,7.122
48411,7.389
48413,5.794
48415,7.216
48417,5.808
48419,4.796
48421,8.004
48423,6.812
48425,5.983
48427,5.29
48429,6.975
48431,6.667
48433,6.054
48435,5.376
48437,6.312
48439,9.185
48441,7.545
48443,4.667
48445,6.832
48447,5.136
48449,5.79
48451,7.304
48453,10.728
48455,4.933
48457,4.053
48459,4.489
48461,7.865
48463,7.428
48465,7.153
48467,4.713
48469,7.189
48471,5.334
48473,5.654
48475,8.492
48477,7.223
48479,7.748
48481,6.493
48483,7.131
48485,7.297
48487,7.427
48489,5.912
48491,7.735
48493,4.539
48495,8.0
48497,5.539
48499,5.096
48501,6.573
48503,6.49
48505,6.487
48507,6.528
49001,8.206
49003,8.749
49005,7.657
49007,6.944
49009,7.167
49011,11.019
49013,5.934
49015,6.051
49017,6.954
49019,7.681
49021,7.731
49023,7.253
49025,6.118
49027,6.123
49029,5.512
49031,5.559
49033,6.79
49035,13.041
49037,6.768
49039,6.545
49041,6.974
49043,7.277
49045,10.096
49047,6.506
49049,10.652
49051,7.939
49053,7.805
49055,6.569
49057,11.163
50001,8.196
50003,8.322
50005,7.204
50007,10.586
50009,6.149
50011,7.533
50013,6.188
50015,7.776
50017,6.36
50019,7.037
50021,9.127
50023,9.155
50025,8.298
50027,7.65
51001,5.331
51003,8.172
51005,6.818
51007,3.944
51009,5.878
51011,4.645
51013,14.171
51015,4.68
51017,4.105
51019,5.433
51021,4.079
51023,5.332
51025,4.769
51027,4.695
51029,4.316
51031,6.514
51033,4.735
51035,4.801
51036,4.298
51037,4.421
51041,6.979
51043,5.828
51045,4.791
51047,6.014
51049,4.338
51051,4.674
51053,4.625
51057,5.066
51059,11.967
51061,6.38
51063,5.575
51065,5.508
51067,4.985
51069,5.461
51071,5.36
51073,5.894
51075,5.118
51077,4.531
51079,5.769
51081,4.058
51083,4.851
51085,6.23
51087,9.328
51089,5.134
51091,4.924
51093,5.733
51095,6.939
51097,4.213
51099,5.4
51101,5.666
51103,6.04
51105,4.292
51107,7.92
51109,4.674
51111,5.227
51113,4.796
51115,5.347
51117,5.919
51119,5.879
51121,9.361
51125,5.154
51127,5.742
51131,6.411
51133,5.572
51135,5.666
51137,5.395
51139,5.198
51141,4.325
51143,4.107
51145,5.176
51147,5.801
51149,5.251
51153,8.819
51155,6.177
51157,5.37
51159,5.111
51161,7.243
51163,4.662
51165,5.159
51167,4.535
51169,4.242
51171,5.556
51173,5.144
51175,4.221
51177,6.281
51179,6.609
51181,3.165
51183,4.887
51185,5.659
51187,6.41
51191,5.166
51193,5.748
51195,5.83
51197,5.606
51199,6.566
51510,14.386
51520,8.44
51530,11.517
51540,14.398
51550,9.328
51570,8.589
51580,11.971
51590,7.605
51595,7.83
51600,15.703
51610,15.998
51620,6.817
51630,9.267
51640,8.326
51650,11.425
51660,14.858
51670,7.662
51678,14.34
51680,13.758
51683,13.082
51685,12.646
51690,7.075
51700,10.994
51710,13.119
51720,9.158
51730,7.687
51735,5.699
51740,11.979
51750,11.385
51760,13.615
51770,12.882
51775,10.323
51790,8.542
51800,6.237
51810,10.732
51820,8.074
51830,10.394
51840,9.585
53001,8.855
53003,6.401
53005,10.799
53007,10.033
53009,8.749
53011,10.479
53013,5.824
53015,8.389
53017,9.472
53019,5.074
53021,10.934
53023,5.47
53025,6.829
53027,9.797
53029,8.745
53031,9.609
53033,12.964
53035,9.321
53037,6.755
53039,5.204
53041,5.821
53043,7.263
53045,6.278
53047,5.812
53049,7.775
53051,4.357
53053,9.873
53055,6.711
53057,6.647
53059,6.389
53061,10.672
53063,11.072
53065,4.829
53067,9.362
53069,4.539
53071,8.643
53073,7.299
53075,6.858
53077,7.998
54001,4.85
54003,6.234
54005,5.385
54007,4.879
54009,6.026
54011,8.075
54013,4.421
54015,3.44
54017,4.999
54019,5.67
54021,3.635
54023,5.377
54025,5.92
54027,5.635
54029,6.436
54031,5.708
54033,7.288
54035,5.036
54037,6.211
54039,6.98
54041,5.481
54043,4.416
54045,5.201
54047,4.128
54049,6.754
54051,6.403
54053,4.62
54055,6.629
54057,6.423
54059,4.292
54061,7.413
54063,3.817
54065,5.292
54067,5.381
54069,7.781
54071,4.212
54073,6.329
54075,5.39
54077,5.148
54079,6.8
54081,6.696
54083,5.99
54085,4.814
54087,3.854
54089,5.195
54091,5.046
54093,5.839
54095,4.898
54097,6.463
54099,5.106
54101,4.893
54103,6.918
54105,4.145
54107,7.249
54109,5.367
55001,4.909
55003,7.256
55005,6.398
55007,6.334
55009,7.09
55011,5.246
55013,5.786
55015,6.644
55017,6.603
55019,5.065
55021,5.973
55023,6.718
55025,11.257
55027,6.423
55029,6.525
55031,10.703
55033,6.142
55035,7.646
55037,5.068
55039,6.927
55041,5.944
55043,6.253
55045,6.289
55047,6.008
55049,5.347
55051,6.174
55053,4.936
55055,6.648
55057,5.621
55059,7.829
55061,5.774
55063,11.174
55065,5.488
55067,5.56
55069,5.874
55071,6.492
55073,6.658
55075,6.158
55077,4.978
55078,5.499
55079,13.384
55081,6.359
55083,5.368
55085,6.48
55087,7.365
55089,7.522
55091,5.932
55093,6.129
55095,5.843
55097,6.807
55099,5.287
55101,10.007
55103,5.398
55105,10.151
55107,5.332
55109,6.831
55111,6.778
55113,6.015
55115,6.12
55117,7.38
55119,4.925
55121,5.841
55123,5.26
55125,6.718
55127,6.668
55129,5.941
55131,6.7
55133,8.443
55135,5.868
55137,5.058
55139,9.232
55141,6.867
56001,7.495
56003,7.319
56005,6.451
56007,6.885
56009,6.837
56011,5.268
56013,6.632
56015,6.199
56017,7.638
56019,6.861
56021,7.79
56023,6.064
56025,8.425
56027,6.963
56029,7.529
56031,7.41
56033,7.53
56035,6.601
56037,7.693
56039,7.277
56041,6.652
56043,7.43
56045,6.216
60010,1.0
60020,1.0
60030,
60040,1.0
60050,1.0
66010,1.0
69085,
69100,1.0
69110,1.0
69120,1.0
72001,3.225
72003,3.547
72005,4.194
72007,2.911
72009,3.338
72011,3.596
72013,4.023
72015,4.745
72017,4.19
72019,3.077
72021,5.603
72023,3.434
72025,5.012
72027,3.52
72029,4.392
72031,5.424
72033,6.26
72035,3.95
72037,4.343
72039,2.764
72041,3.327
72043,3.482
72045,3.049
72047,3.307
72049,2.605
72051,4.167
72053,4.531
72054,3.131
72055,3.907
72057,4.692
72059,3.581
72061,5.185
72063,4.012
72065,3.562
72067,4.09
72069,3.773
72071,3.643
72073,2.791
72075,3.745
72077,3.78
72079,3.27
72081,3.072
72083,2.475
72085,3.455
72087,4.915
72089,3.631
72091,4.252
72093,3.02
72095,3.759
72097,4.335
72099,3.168
72101,3.101
72103,3.101
72105,3.693
72107,2.805
72109,3.067
72111,3.767
72113,5.145
72115,3.598
72117,3.581
72119,4.256
72121,4.08
72123,4.666
72125,3.367
72127,6.084
72129,3.338
72131,3.371
72133,4.157
72135,4.318
72137,5.387
72139,4.638
72141,3.252
72143,3.925
72145,4.44
72147,3.604
72149,3.261
72151,3.386
72153,4.542
78010,4.281
78020,4.18
78030,4.668
